"trade_date","ts_code","name","industry","area","pe","float_share","total_share","total_assets","liquid_assets","fixed_assets","reserved","reserved_pershare","eps","bvps","pb","list_date","undp","per_undp","rev_yoy","profit_yoy","gpr","npr","holder_num"
"20240416","300311.SZ","任子行","软件服务","深圳","0","5.37","6.74","13.88","8.27","1.36","1.62","0.24","-0.16","1.06","3.6","20120425","-1.68","-0.25","-40.82","-401.34","51.86","-41.64","52363"
"20240416","000838.SZ","财信发展","区域地产","重庆","39.78","10.54","11","58.81","52.84","1.45","2.48","0.23","0.05","0.93","2.91","19970626","-3.67","-0.33","18.77","127.55","13.54","1.83","51504"
"20240416","002912.SZ","中新赛克","IT设备","深圳","34.36","1.62","1.71","21.47","17.01","1.84","4.78","2.8","0.67","9.79","2.35","20171121","9.72","5.69","49.9","193.59","77.57","17.49","29129"
"20240416","600082.SH","海泰发展","园区开发","天津","0","6.34","6.46","29.64","26.16","0","4.13","0.64","-0.05","2.66","0.81","19970620","5.53","0.86","22.86","0.51","5.33","-9.42","32450"
"20240416","000599.SZ","青岛双星","汽车配件","山东","0","8.17","8.17","97.79","40.1","37.08","18.25","2.23","-0.22","2.61","1.54","19960430","-6.31","-0.77","19.05","70.74","8.63","-5.04","48880"
"20240416","300587.SZ","天铁股份","橡胶","浙江","0","9.49","10.91","57.66","34.83","7.27","7.41","0.68","-0.04","2.68","1.39","20170105","10.37","0.95","2.07","-112.91","22.52","-4.77","26816"
"20240416","837748.BJ","路桥信息","软件服务","福建","0","0.13","0.77","4.68","3.94","0.2","0.94","1.23","-0.12","3.97","3.63","20230816","0.9","1.17","5.11","-61.06","31.29","-6.64","2788"
"20240416","603076.SH","乐惠国际","专用机械","浙江","50.05","1.21","1.21","36.14","28.58","4.14","8.69","7.2","0.31","11.13","1.84","20171113","2.68","2.22","21.53","-29.01","24.43","2.9","9580"
"20240416","002658.SZ","雪迪龙","环境保护","北京","19.06","3.59","6.36","31.56","26.89","1.69","5.77","0.91","0.32","4.19","1.45","20120309","12.04","1.89","0.37","-28.51","41.41","13.42","37710"
"20240416","600796.SH","钱江生化","环境保护","浙江","19.6","3.01","8.67","65.39","20.02","10.73","14.63","1.69","0.16","3.54","1.19","19970408","6.24","0.72","-1.19","7.41","24.64","9.57","29176"
"20240416","300227.SZ","光韵达","专用机械","深圳","36.15","4.18","5","26.44","13.19","6.42","4.49","0.9","0.11","3.17","1.65","20110608","6.59","1.32","0.84","-42.99","34.04","6.43","36452"
"20240416","603356.SH","华菱精工","运输设备","安徽","0","1.33","1.33","18.74","9.53","5.62","3.09","2.32","-0.31","5.54","1.89","20180124","2.63","1.97","-12.95","-954.65","5.81","-4.61","9669"
"20240416","002205.SZ","国统股份","其他建材","新疆","0","1.86","1.86","39.63","11.11","4.77","4.56","2.45","-0.65","3.49","1.8","20080123","-0.29","-0.16","-32.96","-110.04","17.67","-54.38","23196"
"20240416","600990.SH","四创电子","通信设备","安徽","0","2.69","2.76","72.26","50.52","10.63","10.29","3.73","-0.33","9.56","1.45","20040510","12.53","4.54","-26.84","-73.3","18.25","-8.04","18356"
"20240416","002054.SZ","德美化工","染料涂料","广东","74.39","3.83","4.82","72.32","25.78","22.57","3.95","0.82","0.06","5.2","0.9","20060725","14.59","3.03","-6.02","-64.9","21.45","-3.37","19258"
"20240416","002286.SZ","保龄宝","食品","山东","35.38","3.7","3.71","26.59","7.86","14.27","8.19","2.21","0.15","5.35","0.96","20090828","6.48","1.75","-6.96","-59.47","8.1","2.14","36361"
"20240416","300959.SZ","线上线下","电信运营","江苏","46.96","0.38","0.81","13.43","10.99","0.16","8.23","10.14","0.36","14.85","1.51","20210322","2.57","3.17","-8.42","-31.34","5.9","1.99","12743"
"20240416","000948.SZ","南天信息","软件服务","云南","32.43","3.86","3.94","98.59","89.22","2.15","13.8","3.5","0.41","6.58","1.95","19991014","8.03","2.04","6.66","13.66","12.93","1.88","63411"
"20240416","600721.SH","百花医药","生物制药","新疆","78.83","3.82","3.82","10.44","5.51","1.38","22.56","5.91","0.05","1.86","2.62","19960626","-19.4","-5.08","3.65","60.9","48.21","6.66","27134"
"20240416","002279.SZ","久其软件","软件服务","北京","0","7.98","8.65","25.61","16.57","1.9","10.3","1.19","-0.09","1.95","2.36","20090811","-2.59","-0.3","3.37","-8.38","24.94","-5.47","130546"
"20240416","301045.SZ","天禄科技","元器件","江苏","91.17","0.55","1.1","10.91","7.54","2.27","3.78","3.42","0.14","8.47","1.86","20210813","3.56","3.22","-15.85","-64.31","17.69","3.17","8670"
"20240416","002933.SZ","新兴装备","航空","北京","199.86","1.14","1.17","24.53","20.27","1.27","6.17","5.25","0.12","12.57","1.93","20180828","6.52","5.56","118.33","124.72","31.93","2.98","19422"
"20240416","301325.SZ","曼恩斯特","专用机械","深圳","23.31","0.26","1.2","34.49","32.32","1.04","22.29","18.57","2.43","24.2","2.68","20230512","5.25","4.37","0","0","69.71","45.04","13603"
"20240416","301199.SZ","迈赫股份","专用机械","山东","69.16","0.46","1.33","33.72","30.92","1.42","10.09","7.57","0.2","13.22","1.4","20211207","5.59","4.19","87.67","101.17","17.33","3.38","14382"
"20240416","603097.SH","江苏华辰","电气设备","江苏","40.2","0.4","1.6","15.89","12.62","1.88","3","1.87","0.39","5.82","3.59","20220512","3.7","2.32","34.92","-0.51","21.77","6.74","14208"
"20240416","002218.SZ","拓日新能","电气设备","深圳","56.29","13.92","14.13","66.27","26.28","24","21.22","1.5","0.04","3","1.06","20080228","6.78","0.48","-22.45","-43.48","30.77","7.56","90330"
"20240416","300427.SZ","*ST红相","电气设备","福建","0","3.47","3.85","41.36","26.79","5.62","8.72","2.26","-0.13","4.3","0.89","20150217","2.04","0.53","-27.95","-162.51","24.98","-5.75","14668"
"20240416","002733.SZ","雄韬股份","电气设备","深圳","19.78","3.66","3.84","52.25","35.08","5.07","18.09","4.71","0.46","7.24","1.66","20141203","5.21","1.36","3.59","68.53","16.8","5.77","48646"
"20240416","872931.BJ","无锡鼎邦","化工机械","江苏","15.12","0.24","0.9","5.99","3.87","0.35","0.17","0.19","0.52","3.77","2.09","20240408","1.03","1.14","19.52","16.47","21.4","10.71","0"
"20240416","300241.SZ","瑞丰光电","半导体","深圳","0","5.72","6.85","35.45","14.74","12.25","10","1.46","-0.03","3.08","1.01","20110712","3.9","0.57","1.39","-164.55","16.97","-1.58","38120"
"20240416","300222.SZ","科大智能","电气设备","上海","0","6.36","7.8","54.49","42.83","3.38","32.99","4.23","-0.06","2.25","2.21","20110525","-23.5","-3.01","-7.71","50.57","25.85","-3.19","61598"
"20240416","300247.SZ","融捷健康","医疗保健","安徽","55.17","8.03","8.04","12.08","8.04","1.76","13.46","1.67","0.03","1.26","1.86","20110729","-12.01","-1.49","13.16","-81.41","32.25","10.34","32959"
"20240416","600800.SH","渤海化学","化工原料","天津","0","11.1","11.1","41.29","16.45","18.73","20.51","1.85","-0.33","2.13","1.11","19931206","-8.72","-0.79","-24.34","-42.29","-5.29","-16.08","42039"
"20240416","002197.SZ","证通电子","IT设备","深圳","138.03","5.34","6.14","68.5","18.98","22.16","22.01","3.58","0.04","4.16","1.74","20071218","-3.01","-0.49","27.04","125.76","29.59","3.11","91149"
"20240416","301488.SZ","豪恩汽电","汽车配件","深圳","44.97","0.21","0.92","17.75","15.61","0.9","8.62","9.36","0.9","13.14","3.43","20230704","2.26","2.46","0","0","22.72","8.26","14012"
"20240416","300663.SZ","科蓝软件","软件服务","北京","0","4.15","4.62","30.99","23.03","0.29","3.46","0.75","-0.02","2.43","3.68","20170608","2.78","0.6","3.1","45.9","32.97","-1.78","53303"
"20240416","688202.SH","美迪西","医疗保健","上海","28.57","1.23","1.35","35.51","22.17","6.54","16.54","12.28","0.93","18.7","1.74","20191105","8.32","6.18","-4.6","-58.68","31.56","9.71","12756"
"20240416","300228.SZ","富瑞特装","化工机械","江苏","28.75","5.43","5.75","42.63","27.68","10.17","12.21","2.12","0.26","3.3","2.23","20110608","0.64","0.11","89.33","165.83","21.17","6","39438"
"20240416","600665.SH","天地源","全国地产","陕西","379.01","8.64","8.64","409.83","391.53","1.14","2.07","0.24","0.004","4.96","0.44","19930709","28.98","3.35","32.83","-94.53","11.59","0.24","33884"
"20240416","600624.SH","复旦复华","化学制药","上海","0","6.85","6.85","17.96","10.54","4.13","1.72","0.25","-0.02","1.26","2.92","19930105","0.49","0.07","-10.13","-354.39","44.36","-1.97","64076"
"20240416","301100.SZ","风光股份","化工原料","辽宁","46.71","0.5","2","25.65","16.82","5.45","14.37","7.19","0.2","10.71","1.21","20211217","3.88","1.94","-13.95","-37.65","21.63","7.82","16795"
"20240416","300370.SZ","安控科技","电器仪表","四川","0","13.25","15.65","14.86","5.11","2.12","12.36","0.79","-0.08","0.43","3.94","20140123","-20.82","-1.33","6.1","47.53","22.81","-49.85","41527"
"20240416","000663.SZ","永安林业","林业","福建","9.29","3.06","3.37","14.76","7.28","1.05","16.09","4.78","0.4","3.1","1.61","19961206","-8.67","-2.57","-36.48","-58.58","40.22","32.29","21980"
"20240416","300177.SZ","中海达","通信设备","广东","0","6.06","7.44","37.65","26.18","1.55","10.89","1.46","-0.03","2.79","1.49","20110215","1.65","0.22","3.1","-885.94","42.69","-4.64","47360"
"20240416","603533.SH","掌阅科技","互联网","北京","175.41","4.39","4.39","33.53","25.01","0.17","13.39","3.05","0.08","5.8","3.26","20170921","6.97","1.59","5.39","-7.31","75.18","1.89","45551"
"20240416","300804.SZ","广康生化","农药化肥","广东","53.36","0.18","0.74","17.5","10.45","4.26","8.46","11.43","0.33","17.91","1.08","20230627","3.6","4.87","0","0","23.5","5.63","15950"
"20240416","000888.SZ","峨眉山Ａ","旅游景点","四川","30.88","5.27","5.27","32.54","14.94","14.37","4.05","0.77","0.43","4.73","2.82","19971021","12.96","2.46","142.33","256.24","49.71","8.66","32998"
"20240416","600653.SH","申华控股","汽车服务","辽宁","0","19.46","19.46","33.75","17.11","5.63","3.35","0.17","-0.04","0.47","3.05","19901219","-13.7","-0.7","-17.04","-120.73","6.43","-1.62","146900"
"20240416","600969.SH","郴电国际","水力发电","湖南","0","3.7","3.7","153.3","33.42","95.13","25.45","6.88","-0.1","9.72","0.49","20040408","5.73","1.55","9.23","-155.53","6.13","0.26","20977"
"20240416","835670.BJ","数字人","软件服务","山东","59.75","0.66","1.06","2.69","1.98","0.44","0.54","0.51","0.12","2.38","4.11","20201208","0.77","0.73","164.25","205.67","68.61","19.19","5615"
"20240416","603895.SH","天永智能","专用机械","上海","163.78","1.08","1.08","17.42","14.68","0.82","3.76","3.48","0.08","4.44","3.74","20180122","-0.25","-0.23","12.28","62.66","20.46","-0.06","14675"
"20240416","300907.SZ","康平科技","电气设备","江苏","26.99","0.96","0.96","11.71","7.45","3.06","4.24","4.41","0.52","8.05","1.73","20201118","2.09","2.18","-5.96","64.64","16.9","5.3","9130"
"20240416","002820.SZ","桂发祥","食品","天津","25.31","1.95","2.01","10.58","7.2","1.88","4.38","2.18","0.3","4.89","1.57","20161118","2.75","1.37","113.2","187.54","46.04","12.11","21051"
"20240416","605018.SH","长华集团","汽车配件","浙江","47.65","4.69","4.71","33.21","12.88","7.22","15.17","3.22","0.12","5.64","1.36","20200929","7.06","1.5","25.4","-14.19","13.12","3.57","11666"
"20240416","002374.SZ","中锐股份","广告包装","山东","0","10.88","10.88","38.43","22.99","4.73","20.67","1.9","-0.04","1.21","2.05","20100318","-18.51","-1.7","-22.77","-298.66","17.44","-9.35","66738"
"20240416","600148.SH","长春一东","汽车配件","吉林","0","1.42","1.42","12.53","10.28","1.26","0.89","0.63","-0.08","3.23","3.53","19980520","1.87","1.32","11.98","-103.86","18.29","-0.88","17634"
"20240416","301102.SZ","兆讯传媒","广告包装","天津","21.1","0.72","2.9","42.77","29.21","0.96","17.74","6.12","0.42","10.32","1.13","20220328","8.53","2.94","3.52","-7.52","44.14","27.83","12608"
"20240416","300625.SZ","三雄极光","家用电器","广东","16.17","1.59","2.79","31.99","21.74","3.93","11.87","4.25","0.52","7.88","1.41","20170317","5.06","1.81","-0.29","59.66","34.01","8.59","21052"
"20240416","688296.SH","和达科技","软件服务","浙江","0","0.6","1.08","9.99","7.97","0.94","3.8","3.51","-0.27","6.5","1.24","20210727","1.81","1.68","-27.1","-156.7","32.13","-10.37","4353"
"20240416","600235.SH","民丰特纸","造纸","浙江","32.18","3.51","3.51","24.29","10.92","9.46","8.3","2.36","0.13","4.13","1.04","20000615","1.79","0.51","-3.21","203.35","13.75","2.89","22170"
"20240416","300846.SZ","首都在线","软件服务","北京","0","3.56","5","20.98","8.3","7.51","6.77","1.35","-0.31","2.3","4.1","20200701","-1.27","-0.25","-3.82","-110.49","6.51","-16.39","57073"
"20240416","688316.SH","青云科技-U","软件服务","北京","0","0.36","0.48","5.22","3.66","1.21","11.9","24.9","-2.59","3.71","7.51","20210316","-10.13","-21.19","10.2","40.97","24.61","-48.16","5825"
"20240416","603602.SH","纵横通信","通信设备","浙江","67.21","2.06","2.06","15.97","10.33","1.35","1.23","0.6","0.12","3.71","2.98","20170810","3.74","1.82","10.49","47.23","15.4","3.14","14267"
"20240416","603036.SH","如通股份","专用机械","江苏","22.89","2.06","2.06","14.58","12.75","1.09","4.39","2.13","0.46","6.17","1.71","20161209","5.36","2.6","23.71","17.22","43.99","24.95","13321"
"20240416","002825.SZ","纳尔股份","化工原料","上海","26.87","2.63","3.42","22.92","11.45","3.3","3.4","0.99","0.21","3.98","1.51","20161129","6.5","1.9","-19.59","-85.19","18.83","5.54","25382"
"20240416","834765.BJ","美之高","家居用品","深圳","20.5","0.44","0.7","4.11","3.35","0.49","1.52","2.19","0.21","4.76","1.18","20210705","1.03","1.48","-20.54","-41.38","25.09","4.55","4264"
"20240416","688306.SH","均普智能","专用机械","浙江","0","4.68","12.28","50.65","34.05","3.38","14.14","1.15","-0.07","1.48","2.45","20220322","-7.47","-0.61","11.71","-237.12","20.97","-5.88","24470"
"20240416","603999.SH","读者传媒","出版业","甘肃","28.52","5.76","5.76","25.11","16.74","1.68","2.45","0.43","0.17","3.39","1.43","20151210","10.12","1.76","0.24","14.28","17.97","7.35","31624"
"20240416","002427.SZ","尤夫股份","化纤","浙江","0","9.84","9.85","26.68","15.52","8.36","18.88","1.92","-0.03","1.03","2.95","20100608","-19.51","-1.98","6.39","94.88","4.65","-1.48","12849"
"20240416","300553.SZ","集智股份","电器仪表","浙江","42","0.54","0.81","9.9","4.5","0.79","4.28","5.27","0.42","8.72","2.69","20161021","1.71","2.1","26.17","147.65","44.25","18.16","5544"
"20240416","603065.SH","宿迁联盛","化工原料","江苏","46.33","1.95","4.19","30.23","10.54","9.19","9.96","2.38","0.14","4.95","1.73","20230321","5.93","1.42","0","0","19.91","5.36","14091"
"20240416","300992.SZ","泰福泵业","机械基件","浙江","26.31","0.44","0.91","15.72","9.73","2.74","2.79","3.08","0.42","8.43","1.75","20210525","3.58","3.95","21.05","-34.28","24.43","7.85","8553"
"20240416","600676.SH","交运股份","汽车配件","上海","352.97","10.28","10.28","78.79","49.49","15.97","23.03","2.24","0.01","5.39","0.58","19930928","16.94","1.65","-13.41","-67.85","6.3","0.61","36924"
"20240416","300337.SZ","银邦股份","铝","江苏","73.04","7.11","8.22","44.94","25.86","10.17","5.71","0.7","0.08","1.99","2.88","20120718","1.69","0.21","12.99","-4.19","10.51","1.42","51315"
"20240416","300447.SZ","全信股份","电气设备","江苏","18.55","2.01","3.12","28.75","23.23","3.6","7.88","2.52","0.41","6.45","1.56","20150422","8.11","2.6","-6.34","-24.45","45.49","15.54","24769"
"20240416","603607.SH","京华激光","造纸","浙江","26.81","1.79","1.79","14.43","9.39","2.45","3.73","2.09","0.33","5.46","2.14","20171025","3.78","2.12","-23.9","-39.26","32.77","11.98","25657"
"20240416","300016.SZ","北陆药业","化学制药","北京","781","4.91","4.92","28.71","12.3","7.52","1.35","0.27","0.004","3.28","1.25","20091030","8.39","1.7","16.6","-96.48","48.93","-0.65","28978"
"20240416","002654.SZ","万润科技","互联网","深圳","86.68","7.84","8.45","44.93","29.16","8.95","16.5","1.95","0.08","1.78","5.06","20120217","-10.24","-1.21","52.71","215.29","8.13","1.25","109027"
"20240416","002329.SZ","皇氏集团","乳制品","广西","13.56","6.59","8.69","53.5","23.04","10.17","13.5","1.55","0.21","2.17","1.68","20100106","-2.63","-0.3","24.86","203.41","17.11","7.05","67565"
"20240416","001256.SZ","炜冈科技","轻工机械","浙江","20.46","0.41","1.43","12.57","9.53","2.1","6.9","4.84","0.46","7.66","1.65","20221205","2.18","1.53","-0.8","3.93","32.64","21.3","15951"
"20240416","000720.SZ","新能泰山","电气设备","山东","0","12.57","12.57","52.65","46.22","0.56","5.56","0.44","-0.04","1.99","1.3","19970509","5.43","0.43","-59.91","51.63","4.7","-3.97","45890"
"20240416","688255.SH","凯尔达","机械基件","浙江","90.23","0.7","1.1","12.75","11.03","1.29","7.96","7.25","0.15","9.69","1.85","20211025","1.85","1.69","10.68","-52.11","18.12","4.68","5129"
"20240416","002810.SZ","山东赫达","化工原料","山东","14.89","3.2","3.42","37.39","9.08","17.08","1.31","0.38","0.67","5.89","2.26","20160826","14.09","4.12","-11.53","-24.95","30.93","19.48","33404"
"20240416","002426.SZ","胜利精密","元器件","江苏","0","31.51","34.42","80.15","33.89","20.58","37.76","1.1","-0.04","1.2","1.2","20100608","-31.28","-0.91","-23.44","-409.41","10.59","-6.09","111000"
"20240416","002172.SZ","澳洋健康","医疗保健","江苏","38.95","7.65","7.66","25.68","16.71","7.2","12.64","1.65","0.05","0.11","24.45","20070921","-19.83","-2.59","-3.34","59.69","13.93","2.46","58961"
"20240416","301515.SZ","港通医疗","医疗保健","四川","35.07","0.25","1","19.02","17.38","0.4","7.94","7.94","0.38","12.84","1.38","20230725","3.54","3.54","0","0","26.74","8.71","10263"
"20240416","603321.SH","梅轮电梯","运输设备","浙江","22.48","3.07","3.07","20.7","13.79","3.37","3.45","1.12","0.21","3.83","1.61","20170915","4.3","1.4","-11.98","36.94","28.2","8.87","13869"
"20240416","000753.SZ","漳州发展","汽车服务","福建","46.8","9.91","9.91","100.09","25.63","9.62","6.34","0.64","0.05","2.67","1.12","19970626","9.2","0.93","12.77","-40","16.12","3.75","46000"
"20240416","300351.SZ","永贵电器","运输设备","浙江","57.02","2.6","3.87","31.99","23.21","3.73","17.6","4.55","0.26","6","2.48","20120920","1.33","0.34","0.53","-34.67","29.38","6.37","36860"
"20240416","002090.SZ","金智科技","软件服务","江苏","53.33","4","4.04","29.21","24.22","1.67","0.52","0.13","0.15","3.62","2.21","20061208","9.24","2.29","5.8","101.52","24.37","3.87","47676"
"20240416","688651.SH","盛邦安全","软件服务","北京","0","0.17","0.75","10.31","9.52","0.11","7.57","10.03","-0.24","13.22","1.77","20230726","0.53","0.7","0","0","71.94","-17.43","10297"
"20240416","301312.SZ","智立方","专用机械","深圳","40.76","0.16","0.63","12.6","11.69","0.57","8.38","13.34","0.88","18.21","2.61","20220711","2.49","3.96","-14","-41.9","33.49","16.39","9551"
"20240416","300422.SZ","博世科","环境保护","安徽","133.69","3.89","5.05","115.45","45.26","12.47","16.31","3.23","0.02","4.28","0.9","20150217","-0.59","-0.12","-19.27","113.84","21.19","0.73","23705"
"20240416","002386.SZ","天原股份","化工原料","四川","156.66","11.58","13.02","203.64","89.2","59.79","39.44","3.03","0.02","6.14","0.67","20100409","24.81","1.91","12.06","-94.85","2.84","0.06","61100"
"20240416","002753.SZ","永东股份","化工原料","山西","26.08","2.43","3.76","32.78","18.75","9.46","5.11","1.36","0.16","5.96","0.92","20150519","11.85","3.15","3.44","10.59","5.21","1.77","17083"
"20240416","002097.SZ","山河智能","工程机械","湖南","150.52","10.73","10.75","211.94","130.2","59.84","23.65","2.2","0.03","4.28","1.53","20061222","8.53","0.79","-2.7","136.02","27.94","0.63","90246"
"20240416","600860.SH","京城股份","专用机械","北京","0","4.28","5.48","28.12","12.77","6.36","11.86","2.17","-0.1","1.95","4.51","19940506","-7.17","-1.31","2.42","-382.14","15.31","-5.43","54462"
"20240416","603306.SH","华懋科技","汽车配件","福建","29.82","3.26","3.26","51.41","31.55","6.75","16.28","4.99","0.46","10.52","1.72","20140926","13.62","4.18","31.5","19.52","29.84","9.44","32296"
"20240416","002510.SZ","天汽模","汽车配件","天津","27.93","9.32","9.42","62.02","39.51","6.43","8.21","0.87","0.09","2.17","1.6","20101125","1.36","0.14","6.73","-20.53","15.1","5.11","74048"
"20240416","300681.SZ","英搏尔","汽车配件","广东","39.58","1.73","2.52","41.29","25.88","7.03","12.87","5.1","0.33","7.22","1.79","20170725","2.45","0.97","-2.12","234.33","17.06","4.2","18309"
"20240416","688191.SH","智洋创新","软件服务","山东","52.74","1.54","1.54","14.08","11.25","1","4.19","2.73","0.27","5.66","2.52","20210408","2.54","1.66","18.9","48.37","34.89","5.12","7322"
"20240416","002176.SZ","江特电机","小金属","江西","0","17.06","17.06","66.44","37.96","17.73","37.82","2.22","-0.06","2.42","3.79","20071012","-13.71","-0.8","-45.46","-104.88","7.16","-3.51","248608"
"20240416","300531.SZ","优博讯","通信设备","深圳","26.66","3.15","3.28","25.29","18.66","0.87","6.47","1.97","0.25","5.49","1.63","20160809","8.64","2.63","-10.16","-38.04","26.3","8.97","24541"
"20240416","688678.SH","福立旺","元器件","江苏","32.18","1.74","1.74","32.54","16.84","9.67","8.87","5.09","0.29","8.78","1.41","20201223","3.86","2.22","4.83","-53.54","26.32","7.56","6416"
"20240416","605050.SH","福然德","仓储物流","上海","12.65","4.93","4.93","69.47","57.83","5.17","19.85","4.03","0.85","8.54","1.25","20200924","15.47","3.14","-5.61","36.85","6.94","4.36","14621"
"20240416","001326.SZ","联域股份","电气设备","深圳","13.84","0.18","0.73","11.36","8.47","0.43","1.19","1.63","1.83","16.4","2.05","20231109","3.32","4.53","0","0","25.92","12.81","15070"
"20240416","002628.SZ","成都路桥","建筑工程","四川","82.63","7.55","7.57","73.31","33.93","0.37","9.06","1.2","0.02","3.96","0.56","20111103","11.56","1.53","-4.74","141.04","4.61","1.93","39674"
"20240416","603778.SH","国晟科技","建筑工程","北京","83.02","6.43","6.43","32.96","13.35","5.63","3.95","0.61","0.03","1.66","1.86","20151231","-0.03","-0.01","954.41","153.5","16.58","3.6","32315"
"20240416","002625.SZ","光启技术","航空","深圳","62.09","17.77","21.55","94.38","75.49","5.56","50.51","2.34","0.21","4.03","4.26","20111103","13.52","0.63","46.68","50.27","44.63","36.53","97624"
"20240416","430300.BJ","辰光医疗","医疗保健","上海","0","0.52","0.86","4.71","2.95","1.09","1.05","1.22","-0.08","3.39","2.11","20221207","0.91","1.05","-14.79","-185.41","36.06","-6.95","2465"
"20240416","301088.SZ","戎美股份","服饰","江苏","27.39","0.58","2.28","26.23","20.85","4.3","17.82","7.82","0.28","11.18","0.91","20211028","4.83","2.12","-15.03","-43.23","38.22","12.14","23611"
"20240416","300858.SZ","科拓生物","食品","北京","42.21","1.92","2.63","17.83","11.04","2.09","11.05","4.19","0.27","6.5","2.37","20200727","3.03","1.15","-17.85","-16.91","54.19","33.19","10294"
"20240416","300479.SZ","神思电子","软件服务","山东","0","1.97","1.97","13.32","11.63","0.73","5.3","2.69","-0.35","2.71","5.45","20150612","-1.88","-0.95","9.21","40.15","35.94","-17.94","29617"
"20240416","000701.SZ","厦门信达","商贸代理","福建","0","5.2","6.87","204.49","147.87","13.17","27.46","4","-0.33","1.45","2.66","19970226","-25.52","-3.71","-25.43","-1380.52","0.87","-0.32","44307"
"20240416","000655.SZ","金岭矿业","普钢","山东","15.18","5.95","5.95","37.6","22.96","2.91","4.88","0.82","0.4","5.49","1.09","19961128","18.38","3.09","5.92","15.82","22.15","16.51","34959"
"20240416","300571.SZ","平治信息","互联网","浙江","103.07","1.16","1.4","33.16","26.96","0.49","5.52","3.96","0.15","11.71","1.82","20161213","9.25","6.63","-53.08","-88.43","10.24","1.33","13288"
"20240416","600981.SH","汇鸿集团","商贸代理","江苏","79.48","22.42","22.42","257.21","204.29","12.19","6.03","0.27","0.02","2.2","0.97","20040630","15.69","0.7","-2.25","123.45","3.87","0.27","40326"
"20240416","603075.SH","热威股份","家用电器","浙江","31.33","0.4","4","27.62","16.42","7.49","10.01","2.5","0.68","4.98","3.93","20230911","5.2","1.3","-0.65","3.49","30.57","14.84","20492"
"20240416","300745.SZ","欣锐科技","汽车配件","深圳","0","1.41","1.68","39.47","31.14","2.08","23.39","13.95","-0.14","15.59","0.86","20180523","0.27","0.16","2.97","-344.93","16.27","-1.78","14759"
"20240416","871857.BJ","泓禧科技","元器件","重庆","19.27","0.74","0.74","5.47","4.42","0.6","1.69","2.28","0.45","5.32","2.17","20220228","1.27","1.72","-1.05","9.57","20.01","9.86","14403"
"20240416","300341.SZ","麦克奥迪","电气设备","福建","24.68","5.15","5.17","22.93","16.84","3.64","0.7","0.14","0.33","3.26","2.47","20120726","10.31","1.99","-23.89","-35.37","41.82","12.21","20782"
"20240416","300436.SZ","广生堂","化学制药","福建","0","1.36","1.59","16.97","4.51","5.56","6.08","3.82","-1.23","4.2","3.53","20150422","-1.42","-0.89","-5.98","-173.91","58.45","-75.75","20128"
"20240416","603608.SH","天创时尚","服饰","广东","0","4.2","4.2","21.15","11.83","5.74","9.99","2.38","-0.05","2.9","1.57","20160218","-2.25","-0.54","-8.03","65.35","62.53","-1.86","20764"
"20240416","605158.SH","华达新材","钢加工","浙江","11.64","5.11","5.11","53.57","46.77","4.1","6.52","1.27","0.44","4.56","1.51","20200805","10.49","2.05","-12.82","23.82","8.41","4.11","18597"
"20240416","605058.SH","澳弘电子","元器件","江苏","13.86","1.43","1.43","23.25","16.34","6","7.81","5.47","0.78","11.18","1.29","20201021","6.39","4.47","-5.61","-11.64","25.86","13.8","11792"
"20240416","300047.SZ","天源迪科","软件服务","深圳","142.04","5.39","6.38","70.66","51.66","4.03","14.73","2.31","0.04","5.19","1.22","20100120","10.84","1.7","15.71","-13.06","10.62","1.23","69018"
"20240416","300423.SZ","昇辉科技","电气设备","山东","0","3.25","4.98","42.49","28.8","4.35","18.24","3.67","-1","5.36","0.87","20150217","2.45","0.49","2.48","-446.64","17.4","-28.21","21872"
"20240416","688355.SH","明志科技","机械基件","江苏","93.58","0.39","1.24","13.86","9.49","3.29","6.82","5.5","0.12","8.55","1.3","20210512","2.44","1.97","-12.92","-60.4","28.99","2.75","4777"
"20240416","300203.SZ","聚光科技","环境保护","浙江","0","4.48","4.49","98.89","42.47","5.37","8.89","1.98","-0.39","6.75","1.51","20110415","15.14","3.37","-5.64","-61.1","41.64","-10.65","16852"
"20240416","688221.SH","前沿生物-U","生物制药","江苏","0","2.15","3.75","21.4","11.03","0.94","27.23","7.27","-0.88","3.59","1.52","20201028","-17.55","-4.69","34.82","7.79","29","-287.93","15219"
"20240416","605398.SH","新炬网络","软件服务","上海","49.13","1.17","1.17","12.14","11.95","0.06","5.09","4.36","0.28","8.91","2.09","20210121","3.86","3.31","4.33","1","35.05","7.35","14255"
"20240416","603717.SH","天域生态","农业综合","重庆","0","2.9","2.9","36.17","18.44","2.7","9.32","3.21","-0.4","3.53","1.49","20170327","-2.43","-0.84","-8.03","-446.32","-5.47","-29.13","21325"
"20240416","002069.SZ","獐子岛","渔业","辽宁","60.61","7.1","7.11","24.04","16.01","4.66","10.23","1.44","0.03","0.13","21.2","20060928","-18.82","-2.65","-15.51","833.08","17.62","2.64","40176"
"20240416","603629.SH","利通电子","元器件","江苏","135.64","2.55","2.59","32.99","22.66","7.13","10.02","3.87","0.12","6.37","3.36","20181224","3.12","1.21","12.89","-42.57","14.34","2.11","21978"
